تصنيف المستوى الأول,تصنيف المستوى الثاني,الاستفسارات الظاهرة للمستفيد الخارجي,الكلمات المفتاحية للاستفسار,الإجابة,الاستفسار بصياغة أخرى - 1,الاستفسار بصياغة أخرى - 2,الاستفسار بصياغة أخرى - 3
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,ماهي المدة النظامية لدخال الإجازة المرضية في نظام فارس ؟,مدة-نظام-رفع-إجاز-مرضي-نظام-فارس ,يجب إدخال الإجازة في نظام فارس في مدة أقصاها 15 يوم من تاريخ الغياب ..,هل يوجد مدة محددة لرفع الإجازة المرضية بالنظام؟,هل فيه مدة محددة لرفع الإجازة المرضية بالنظام؟,هل هناك مدة محددة لرفع الإجازة المرضية بالنظام؟
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,"ماهي آلية طلب قطع إجازة عبر نظام الخدمة الذاتية ؟
",قطع - اجاز - فارس - خطوات - طريقة ,يمكن للموظف في حال رغبته قطع إجازته تقديم الطلب بالنقر على (طلب قطع إجازة) وتسجيل البيانات المطلوبة.,كيف اقدر اقدم على قطع اجازة في فارس ,ايش هي خطوات قع اجازة في فارس,من فين اقدر اقدم على قطع اجازة 
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,"ماهي خطوات قطع اجازة عبر نظام فارس ؟
",قطع-أجازة-نظام-فارس,"عزيزي المستفيد /يمكنك الإطلاع على خطوات قطع الإجازة عن طريق الرابط التالي :
https://youtu.be/d2syIHrztHg
تواصل 
وزارة التعليم",كيف اقطع اجازتي من نظام فارس؟,اشرح لي طريقة اقطع اجازتي من نظام فارس؟,بين لي طريقة قطع اجازتي من نظام فارس؟
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,مالفرق بين تمديد الاجازة وتعديل مدة الإجازة ؟  ,فرق-تعديل-مدة-تمديد-إجازة-نظام-فارس,"«تمديد الإجازة» تعني ان الموظف / المعلم تمتع بالإجازة وفي حال تم انتهاء الإجازة لا يمكن رفع طلب تمديد لإنتهاء الإجازة و يتم رفع طلب إجازة جديدة في هذه الحالة 

ويمكن «تعديل مدة الإجازة» بعد الاعتماد الكلي وقبل التمتع بها وانتهاءها
و
ويمكن التعديل من خلال أيقونة  تعديل مدة إجازة على من خلال نظام فارس من خلال صلاحية الخدمة الذاتية للموظف - الإجازات - تعديل مدة ",هل يوجد فرق بين تعديل الإجازة وتمديد الإجازة؟,مالفرق بين تمديد الإجازة وتعديل الإجازة ؟,ماهو الفرق بين تمديد الاجازة وتعديل مدة الإجازة ؟  
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,"ما هو الفرق بين ابلاغ العودة وابلاغ المباشرة بعد اجازة؟
""ادارة تعليم الرياض.
",فرق-إبلاغ-مباشرة-عودة-إجازة,"ابلاغ العودة يتم من خلال بوابة الرياض التعليمية.
ابلاغ المباشرة بعد اجازة يتم من خلال نظام فارس.",هل يوجد فرق بين إبلاغ المباشرة وإبلاغ العودة بعد الإجازات ؟,هل فيه فرق فرق بين إبلاغ المباشرة وإبلاغ العودة بعد الإجازات ؟,ماهو الفرق بين إبلاغ المباشرة وإبلاغ العودة بعد الإجازات ؟
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,مشكلة بشأن ظهور عبارة (تعذر بناء التدرج الوظيفي للمشرف نظراً لعدم وجود سجل شخص بالنعرف اعتباراً من تاريخ النظام ) في نظام الخدمة الذاتية فارس اثناء رفع الطلبات في النظام مثل اجازة أو غيره .. ,عبارة - اشعار - تعذر - تدرج - وظيفي - فارس ,يرجى التأكد من سلسلة الاعتمادات الخاصة بك .. عليك التأكد من ربط الموظف بالمدير و المدير المباشر بمدير المكتب او ( وعدم وجود شخص متقاعد بالسلسة ) ,وش الحل لعبارة تعذر بناء التدرج الوظيفي للمشرف نظراً لعدم وجود سجل شخص بالنعرف اعتباراً من تاريخ النظام ) في فارس,يظهر لي اشعار التدرج الوظيفي للمشرف وش الحل ,وش اسوي عند اظهار اشعار التدرج الوظيفي 
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,"ما هي خطوات طلب إجازة مرافقة عبر نظام فارس؟
",طلب - اجاز -مرافق - فارس - خطوات ," للإطلاع على خطوات  طلب اجازة مرافقة في نظام فارس على الرابط :
https://youtu.be/cVoEmWbsnFM
",كيف ارفع اجازة مرافق مريض في نظام فارس؟,ايش طريقة رفع اجازة مرافق في فارس ؟,ماهي خطوات رفع اجازة مرافقة في فارس ؟
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,"ما هي خطوات طلب إجازة ""وضع / ولادة"" في نظام فارس ؟",طلب - اجاز - وضع - فارس - خطوات ,"للإطلاع على خطوات طلب اجازة وضع في نظام فارس على الرابط :
https://youtu.be/vZIgBJHGptw
",كيف ارفع اجازة وضع في نظام فارس؟,ماهي خطوات رفع اجازة وضع في فارس ؟,ايش طريقة رفع اجازة وضع في نظام  فارس 
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,"ما هي خطوات طلب إجازة مرضية في نظام فارس؟
",طلب - اجاز - مرضي - فارس - خطوات ,"للإطلاع على خطوات  طلب اجازة مرضية على الرابط :
https://youtu.be/JVu_GmdAIGU
",كيف ارفع اجازة مرضية في نظام فارس؟,ماهي خطوات رفع اجازة مرضية في فارس ؟,ايش طريقة رفع اجازة مرضية في نظام  فارس ؟
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,خطوات طلب إجازة اضطرارية في نظام فارس ؟,طلب - اجاز - اضطراري - طريقة - الية - رفع - خطوات ,"للإطلاع على خطوات طلب إجازة اضطرارية عبر نظام فارس الإطلاع على الرابط
https://www.youtube.com/watch?v=PWEfmAcoyZY",كيف ارفع اجازة اضطراري في نظام فارس؟,ايش طريقة رفع اجازة اظطراري في فارس ؟,ماهي خطوات رفع اجازة  اظطرارية في فارس ؟
مستوى الموظفين الاداريين,نظام فارس الخدمة الذاتية,"الاستفسار عن الية او طريقة  الغاء طلب الإجازة من خلال نظام الخدمة الذاتية - فارس ؟
",طريقة - الغاء - طلب - اجاز - فارس - خطوات ,"يتم إلغاء الإجازة المعتمدة قبل التمتع بها من خلال نظام فارس ثم خانة الإجازات طلب إلغاء إجازة
و في حال تعذر ذلك يتم الرفع لشؤون الموظفين لإلغائها مع ارفاق واحضار مايثبت 
",كيف الغي طلب اجازة في فارس,شلون اقدم على طلب الغاء اجازة في نظام فارس ؟,متى استطيع الغاء اجازتي في فارس ؟
